Date,ACN,ADBE,AMD,AKAM,APH,ADI,AAPL,AMAT,APP,ANET,ADSK,AVGO,CDNS,CDW,CSCO,CTSH,GLW,CRWD,DDOG,DELL,EPAM,FFIV,FICO,FSLR,FTNT,IT,GEN,GDDY,HPE,HPQ,IBM,INTC,INTU,JBL,KEYS,KLAC,LRCX,MCHP,MU,MSFT,MPWR,MSI,NTAP,NVDA,NXPI,ON,ORCL,PLTR,PANW,PTC,QCOM,Q,ROP,CRM,SNDK,STX,NOW,SWKS,SMCI,SNPS,TEL,TDY,TER,TXN,TRMB,TYL,VRSN,WDC,WDAY,ZBRA
2018-01-02,136.7078094482422,177.6999969482422,10.979999542236328,65.55999755859375,20.3424129486084,77.84527587890625,40.34189224243164,48.43458938598633,,14.439374923706055,107.12000274658203,21.130897521972656,42.04999923706055,63.421119689941406,30.43355941772461,63.308353424072266,26.19866943359375,,,21.206928253173828,108.4000015258789,132.5800018310547,153.38999938964844,70.43000030517578,8.869999885559082,124.8499984741211,14.275491714477539,49.06999969482422,11.406145095825195,16.365055084228516,104.00243377685547,39.330387115478516,149.86436462402344,25.36973762512207,42.150001525878906,93.83175659179688,16.891460418701172,38.96324157714844,42.608680725097656,79.05036926269531,108.94236755371094,81.05310821533203,44.897499084472656,4.928533554077148,104.81653594970703,21.809999465942383,41.25120544433594,,24.758333206176758,61.15999984741211,52.95183563232422,,248.36749267578125,103.1566162109375,,31.249408721923828,26.34600067138672,82.19908905029297,2.1449999809265137,86.02999877929688,83.01969909667969,184.33999633789062,42.36933517456055,84.35414123535156,41.060001373291016,178.69000244140625,108.523193359375,56.20895004272461,103.4000015258789,103.70999908447266
2018-01-03,137.33872985839844,181.0399932861328,11.550000190734863,65.94000244140625,20.606538772583008,78.8110122680664,40.33485794067383,49.29296112060547,,14.725000381469727,109.37999725341797,21.361982345581055,42.93000030517578,65.27574920654297,30.67633056640625,63.84372329711914,26.8411922454834,,,21.43074607849121,109.7699966430664,134.0399932861328,153.42999267578125,69.80000305175781,9.005999565124512,125.19000244140625,14.275491714477539,50.0099983215332,11.476408958435059,16.40342903137207,106.86124420166016,37.995582580566406,150.27981567382812,25.702299118041992,42.75,94.92809295654297,17.178815841674805,39.549339294433594,43.886844635009766,79.41826629638672,110.99365234375,80.480224609375,46.10940933227539,5.252898216247559,104.93204498291016,22.780000686645508,42.20661544799805,,24.946666717529297,61.939998626708984,53.552818298339844,,249.81639099121094,104.02605438232422,,31.191171646118164,26.582000732421875,83.45176696777344,2.1500000953674316,87.05999755859375,84.42193603515625,184.08999633789062,42.551536560058594,86.63938903808594,42.189998626708984,180.19000244140625,109.9408187866211,57.09994888305664,105.16999816894531,105.7699966430664
2018-01-04,138.96498107910156,183.22000122070312,12.119999885559082,65.5999984741211,20.534706115722656,78.72479248046875,40.522212982177734,49.57605743408203,,14.54312515258789,112.06999969482422,21.369102478027344,43.58000183105469,66.4212646484375,30.763126373291016,64.85204315185547,27.1142635345459,,,21.811511993408203,110.02999877929688,137.1199951171875,155.17999267578125,69.13999938964844,8.800000190734863,127.30000305175781,14.305118560791016,50.54999923706055,11.757464408874512,16.526247024536133,109.02557373046875,37.29881286621094,152.97076416015625,25.94934844970703,42.959999084472656,95.0960693359375,17.257352828979492,39.644161224365234,45.74066925048828,80.1172866821289,112.02397155761719,81.1515884399414,46.871543884277344,5.280589580535889,104.74542236328125,22.780000686645508,42.622406005859375,,24.876667022705078,63.0,53.62590789794922,,252.46632385253906,105.39936828613281,,31.038314819335938,26.770000457763672,84.15323638916016,2.1649999618530273,87.88999938964844,84.81385803222656,187.1199951171875,42.752933502197266,86.52751922607422,42.849998474121094,183.9499969482422,110.5058822631836,56.75459671020508,109.25,107.86000061035156
2018-01-05,140.1112823486328,185.33999633789062,11.880000114440918,65.83000183105469,20.784934997558594,79.04381561279297,40.98356246948242,49.859130859375,,14.798125267028809,110.83999633789062,21.495725631713867,43.9900016784668,66.31219482421875,31.189180374145508,65.40526580810547,27.01788330078125,,,21.971019744873047,110.20999908447266,136.17999267578125,156.9199981689453,69.16999816894531,8.819999694824219,129.33999633789062,14.571764945983887,51.04999923706055,11.749659538269043,16.695114135742188,109.5582046508789,37.559059143066406,154.95361328125,25.835323333740234,43.91999816894531,97.12956237792969,17.526857376098633,39.76051712036133,44.68691635131836,81.11054992675781,112.46417999267578,82.2436294555664,47.71476745605469,5.3253374099731445,104.90540313720703,22.829999923706055,42.87894821166992,,25.4950008392334,63.650001525878906,53.98324966430664,,254.525146484375,106.80232238769531,,31.256683349609375,27.00200080871582,84.53740692138672,2.1700000762939453,88.93000030517578,86.74742126464844,186.30999755859375,43.740726470947266,87.19070434570312,43.0,184.38999938964844,112.02265930175781,57.1137580871582,109.31999969482422,109.54000091552734
2018-01-08,141.23097229003906,185.0399932861328,12.279999732971191,65.87999725341797,21.007356643676758,79.18179321289062,40.83134078979492,51.06452941894531,,15.69124984741211,111.41999816894531,21.54716682434082,44.91999816894531,66.41215515136719,31.512678146362305,65.4677505493164,27.122291564941406,,,21.965877532958984,110.69999694824219,137.6199951171875,158.86000061035156,69.62000274658203,9.0,130.30999755859375,14.60139274597168,51.08000183105469,11.570096015930176,16.76420021057129,110.21900177001953,37.559059143066406,155.04806518554688,25.73080825805664,44.56999969482422,97.39480590820312,17.65892791748047,39.9156608581543,44.44298553466797,81.1933364868164,113.85980987548828,83.08502197265625,48.3634033203125,5.488507270812988,105.10977935791016,22.969999313354492,43.33013153076172,,25.608333587646484,64.4000015258789,53.82082748413086,,255.9887237548828,107.55321502685547,,33.484100341796875,27.059999465942383,84.55410766601562,2.180000066757202,89.76000213623047,86.93030548095703,188.5800018310547,44.296939849853516,87.60621643066406,43.0099983215332,185.19000244140625,113.32131958007812,56.25038528442383,109.94000244140625,110.62999725341797
2018-01-09,141.70199584960938,186.6999969482422,11.819999694824219,67.48999786376953,21.0398006439209,79.01795959472656,40.8266716003418,50.0965690612793,,15.623749732971191,112.11000061035156,21.248809814453125,45.06999969482422,66.23944091796875,31.31541633605957,65.54804229736328,27.02591896057129,,,21.68287467956543,111.0999984741211,137.83999633789062,158.36000061035156,70.0199966430664,8.86400032043457,128.9499969482422,14.324868202209473,51.20000076293945,11.593514442443848,16.74117088317871,110.46171569824219,36.618812561035156,156.02293395996094,25.588285446166992,45.150001525878906,96.54603576660156,17.63126564025879,39.868263244628906,41.925697326660156,81.13815307617188,113.66313171386719,82.4584732055664,48.37961959838867,5.487025737762451,105.2608413696289,22.920000076293945,43.56991958618164,,25.38166618347168,64.52999877929688,53.0086784362793,,258.0698547363281,107.8397216796875,,33.76799011230469,27.09000015258789,84.0781021118164,2.125,89.69000244140625,86.06805419921875,188.88999938964844,43.548927307128906,88.20548248291016,42.86000061035156,186.86000061035156,111.99291229248047,55.68401336669922,109.69999694824219,114.0199966430664
2018-01-10,141.20431518554688,187.11000061035156,11.960000038146973,66.33000183105469,20.738603591918945,77.69869995117188,40.817283630371094,48.67201614379883,,15.767499923706055,111.47000122070312,20.800100326538086,44.84000015258789,65.76667022705078,31.489004135131836,66.00308990478516,26.76890754699707,,,21.767778396606445,109.66000366210938,139.0,158.22000122070312,69.63999938964844,8.819999694824219,128.16000366210938,14.152042388916016,50.91999816894531,11.858956336975098,16.925395965576172,110.69770050048828,35.67856979370117,154.75466918945312,25.578781127929688,44.34000015258789,93.96440124511719,17.10386085510254,39.19594955444336,42.257442474365234,80.77025604248047,112.41736602783203,82.69117736816406,49.1741828918457,5.530043125152588,105.88289642333984,22.639999389648438,43.3390007019043,,25.510000228881836,64.56999969482422,53.00056457519531,,256.5901794433594,107.49392700195312,,34.26296615600586,27.246000289916992,82.3410873413086,2.130000114440918,89.33999633789062,85.80675506591797,187.5,42.47481918334961,87.65414428710938,42.68000030517578,186.11000061035156,110.99165344238281,55.884315490722656,114.13999938964844,114.77999877929688
2018-01-11,141.3909454345703,188.9199981689453,12.140000343322754,65.20999908447266,21.0351619720459,78.62993621826172,41.04914474487305,48.580692291259766,,16.299375534057617,113.26000213623047,20.853116989135742,44.869998931884766,66.12125396728516,31.63892364501953,66.038818359375,27.1142635345459,,,22.338918685913086,110.4000015258789,139.77000427246094,160.25,76.2699966430664,8.85200023651123,129.61000061035156,14.20635986328125,51.29999923706055,12.061938285827637,17.20172691345215,110.711181640625,36.44252014160156,154.2720184326172,26.072864532470703,44.91999816894531,93.92902374267578,16.877182006835938,39.69587707519531,41.77934265136719,81.00940704345703,114.00968933105469,83.73847198486328,50.11470031738281,5.539933681488037,105.97177124023438,23.079999923706055,43.47221374511719,,25.69333267211914,65.79000091552734,53.13862228393555,,260.1512145996094,107.79031372070312,,35.67512512207031,27.516000747680664,83.44341278076172,2.1700000762939453,89.70999908447266,86.45128631591797,188.6999969482422,42.70498275756836,88.42921447753906,42.9900016784668,187.88999938964844,111.25932312011719,56.80985641479492,114.23999786376953,121.16999816894531
2018-01-12,142.27952575683594,195.0500030517578,12.020000457763672,65.5199966430664,21.276123046875,79.34561157226562,41.47304153442383,48.80899429321289,,16.189374923706055,115.91000366210938,20.9156436920166,45.06999969482422,66.25760650634766,32.246456146240234,66.52955627441406,27.83709144592285,,,22.31833839416504,110.87000274658203,141.80999755859375,159.55999755859375,73.41000366210938,8.98799991607666,130.1300048828125,14.231048583984375,51.43000030517578,12.342995643615723,17.593202590942383,109.9964828491211,36.2998046875,155.70111083984375,26.28191375732422,44.81999969482422,94.85738372802734,16.822751998901367,40.2690544128418,41.76957702636719,82.4073715209961,115.10555267333984,86.44174194335938,50.8930549621582,5.512739658355713,106.26502990722656,23.56999969482422,43.969547271728516,,25.586666107177734,65.93000030517578,53.09800338745117,,262.80517578125,108.91661834716797,,37.31293487548828,27.63800048828125,84.52069091796875,2.1500000953674316,90.37000274658203,87.24385070800781,193.27999877929688,42.772125244140625,90.06723022460938,43.38999938964844,187.9499969482422,112.62738037109375,57.410762786865234,112.9000015258789,123.1500015258789
2018-01-16,140.36903381347656,192.4600067138672,11.90999984741211,64.5,21.14868927001953,80.27687072753906,41.262264251708984,49.767826080322266,,15.798125267028809,111.9800033569336,20.833332061767578,44.279998779296875,65.59396362304688,31.98607635498047,66.68124389648438,27.636306762695312,,,22.148534774780273,110.19000244140625,140.52000427246094,159.75,71.22000122070312,8.868000030517578,130.0399932861328,13.76194953918457,50.130001068115234,12.342995643615723,17.562488555908203,110.47520446777344,36.215858459472656,153.6000213623047,26.139379501342773,44.75,95.1844711303711,16.990522384643555,40.22165298461914,41.87690353393555,81.25769805908203,112.30497741699219,85.80620574951172,50.48765563964844,5.441782474517822,106.10504913330078,23.5,44.04060363769531,,25.266666412353516,65.29000091552734,55.42886734008789,,262.4233703613281,107.58284759521484,,37.49492645263672,27.95800018310547,83.39330291748047,2.1500000953674316,89.2699966430664,87.19158172607422,193.0800018310547,43.45301818847656,90.22705078125,43.119998931884766,189.6300048828125,111.67568969726562,57.935691833496094,110.08999633789062,123.37999725341797
